day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;446000;PEARLS;10002;1;9996;1;9995;22;10004;1;10005;22;;;10003.0;3601.0
2;446000;COCONUTS;7927;171;;;;;7930;171;;;;;7928.5;8762.0
2;446000;BANANAS;4832;23;;;;;4838;1;4839;22;;;4835.0;3559.0
2;446000;PINA_COLADAS;14881;31;14880;71;;;14884;102;;;;;14882.5;26745.5
2;446100;BANANAS;4832;28;;;;;4839;28;;;;;4835.5;3559.0
2;446100;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;3603.0
2;446100;COCONUTS;7927;210;;;;;7929;68;7930;142;;;7928.0;8506.75
2;446100;PINA_COLADAS;14879;88;;;;;14882;88;;;;;14880.5;27265.0
2;446200;PINA_COLADAS;14879;103;;;;;14882;103;;;;;14880.5;27209.0
2;446200;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;3603.0
2;446200;COCONUTS;7927;56;7926;149;;;7929;205;;;;;7928.0;8414.75
2;446200;BANANAS;4832;22;;;;;4839;22;;;;;4835.5;3559.0
2;446300;BANANAS;4832;24;;;;;4838;1;4839;23;;;4835.0;3559.0
2;446300;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;3603.0
2;446300;COCONUTS;7928;189;;;;;7930;59;7931;130;;;7929.0;9042.0
2;446300;PINA_COLADAS;14881;90;;;;;14882;25;14884;90;;;14881.5;26651.0
2;446400;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;3603.0
2;446400;COCONUTS;7928;195;;;;;7931;195;;;;;7929.5;9323.0
2;446400;BANANAS;4837;1;4832;29;;;4838;29;;;;;4837.5;3559.0
2;446400;PINA_COLADAS;14882;23;14881;58;;;14884;23;14885;58;;;14883.0;26502.5
2;446500;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;3603.0
2;446500;BANANAS;4832;24;;;;;4839;24;;;;;4835.5;3584.015625
2;446500;COCONUTS;7929;162;;;;;7930;75;7931;52;7932;110;7929.5;9434.75
2;446500;PINA_COLADAS;14883;91;;;;;14886;30;14887;61;;;14884.5;25936.0
2;446600;PINA_COLADAS;14883;101;;;;;14886;101;;;;;14884.5;25975.0
2;446600;COCONUTS;7928;152;;;;;7931;152;;;;;7929.5;9258.75
2;446600;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;3603.0
2;446600;BANANAS;4832;24;;;;;4839;24;;;;;4835.5;3581.41015625
2;446700;PEARLS;9998;5;9996;1;9995;20;10004;1;10005;20;;;10001.0;3603.0
2;446700;BANANAS;4832;5;4831;21;;;4838;21;;;;;4835.0;3575.19921875
2;446700;COCONUTS;7930;48;7929;132;;;7932;180;;;;;7931.0;9803.5
2;446700;PINA_COLADAS;14886;34;14885;54;;;14888;34;14889;54;;;14887.0;25302.5
2;446800;COCONUTS;7929;40;7928;136;;;7931;176;;;;;7930.0;9402.75
2;446800;PEARLS;9995;21;;;;;10002;10;10005;21;;;9998.5;3603.0
2;446800;BANANAS;4832;21;;;;;4836;10;4838;21;;;4834.0;3579.19921875
2;446800;PINA_COLADAS;14883;80;;;;;14884;24;14886;80;;;14883.5;25969.0
2;446900;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;3603.0
2;446900;BANANAS;4832;26;;;;;4839;26;;;;;4835.5;3580.3359375
2;446900;COCONUTS;7930;181;;;;;7932;65;7933;116;;;7931.0;9966.5
2;446900;PINA_COLADAS;14885;33;14884;72;;;14888;105;;;;;14886.5;25539.5
2;447000;PINA_COLADAS;14887;87;;;;;14890;87;;;;;14888.5;24926.5
2;447000;COCONUTS;7930;159;;;;;7932;49;7933;110;;;7931.0;9924.75
2;447000;PEARLS;9995;24;;;;;10002;6;10005;24;;;9998.5;3603.0
2;447000;BANANAS;4830;24;;;;;4835;7;4837;24;;;4832.5;3569.69921875
2;447100;PEARLS;10000;5;9995;28;;;10005;28;;;;;10002.5;3603.0
2;447100;BANANAS;4830;28;;;;;4837;28;;;;;4833.5;3566.11328125
2;447100;COCONUTS;7931;181;;;;;7933;63;7934;118;;;7932.0;10449.25
2;447100;PINA_COLADAS;14890;97;;;;;14893;97;;;;;14891.5;23999.5
2;447200;COCONUTS;7930;177;;;;;7933;177;;;;;7931.5;10147.75
2;447200;BANANAS;4831;2;4830;29;;;4837;29;;;;;4834.0;3566.28515625
2;447200;PEARLS;10002;1;9998;2;9996;1;10004;1;10005;28;;;10003.0;3603.0
2;447200;PINA_COLADAS;14890;72;;;;;14893;20;14894;52;;;14891.5;23844.5
2;447300;BANANAS;4830;28;;;;;4836;28;;;;;4833.0;3563.359375
2;447300;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;3603.0
2;447300;COCONUTS;7930;196;;;;;7932;53;7933;143;;;7931.0;9992.0
2;447300;PINA_COLADAS;14890;92;;;;;14893;92;;;;;14891.5;23993.0
2;447400;PINA_COLADAS;14891;76;;;;;14894;22;14895;54;;;14892.5;23526.5
2;447400;COCONUTS;7931;210;;;;;7934;210;;;;;7932.5;10528.5
2;447400;BANANAS;4830;30;;;;;4834;2;4836;30;;;4832.0;3563.125
2;447400;PEARLS;9995;30;;;;;10002;2;10005;30;;;9998.5;3603.0
2;447500;BANANAS;4830;23;;;;;4834;1;4836;23;;;4832.0;3562.71875
2;447500;PEARLS;9995;23;;;;;10002;1;10005;23;;;9998.5;3603.0
2;447500;COCONUTS;7932;171;;;;;7935;195;;;;;7933.5;11091.5
2;447500;PINA_COLADAS;14894;90;;;;;14897;90;;;;;14895.5;22676.5
2;447600;COCONUTS;7931;187;;;;;7933;52;7934;135;;;7932.0;10401.5
2;447600;BANANAS;4834;10;4830;26;;;4836;26;;;;;4835.0;3563.203125
2;447600;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;3603.0
2;447600;PINA_COLADAS;14891;30;14890;62;;;14893;30;14894;62;;;14892.0;23788.0
2;447700;BANANAS;4830;31;;;;;4836;31;;;;;4833.0;3563.1484375
2;447700;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;3603.0
2;447700;COCONUTS;7931;188;;;;;7933;58;7934;130;;;7932.0;10397.0
2;447700;PINA_COLADAS;14893;36;14892;81;;;14895;81;;;;;14894.0;23411.0
2;447800;PINA_COLADAS;14893;98;;;;;14896;98;;;;;14894.5;23086.0
2;447800;BANANAS;4830;6;4829;26;;;4836;27;;;;;4833.0;3563.23828125
2;447800;PEARLS;9998;5;9996;1;9995;26;10004;1;10005;26;;;10001.0;3603.0
2;447800;COCONUTS;7932;126;7931;122;;;7934;190;;;;;7933.0;10834.5
2;447900;BANANAS;4830;25;;;;;4837;25;;;;;4833.5;3567.80078125
2;447900;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;3603.0
2;447900;COCONUTS;7932;49;7931;142;;;7934;191;;;;;7933.0;10846.75
2;447900;PINA_COLADAS;14891;95;;;;;14894;95;;;;;14892.5;23590.0
2;448000;BANANAS;4830;23;;;;;4836;23;;;;;4833.0;3564.35546875
2;448000;PEARLS;9995;23;;;;;10005;23;;;;;10000.0;3603.0
2;448000;COCONUTS;7931;205;;;;;7934;205;;;;;7932.5;10733.5
2;448000;PINA_COLADAS;14892;87;;;;;14895;87;;;;;14893.5;23370.5
2;448100;BANANAS;4831;3;4830;22;;;4837;22;;;;;4834.0;3566.0703125
2;448100;PEARLS;9998;3;9995;22;;;10005;22;;;;;10001.5;3603.0
2;448100;COCONUTS;7932;200;;;;;7934;70;7935;130;;;7933.0;10875.75
2;448100;PINA_COLADAS;14894;24;14893;60;;;14896;24;14897;60;;;14895.0;22915.5
2;448200;PINA_COLADAS;14894;93;;;;;14897;105;;;;;14895.5;22692.0
2;448200;BANANAS;4829;26;;;;;4834;3;4836;26;;;4831.5;3561.97265625
2;448200;PEARLS;9995;26;;;;;10002;3;10005;26;;;9998.5;3603.0
2;448200;COCONUTS;7931;188;;;;;7934;188;;;;;7932.5;10717.0
2;448300;BANANAS;4829;23;;;;;4836;23;;;;;4832.5;3559.859375
2;448300;PEARLS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;3603.0
2;448300;COCONUTS;7932;178;;;;;7935;178;;;;;7933.5;10993.5
2;448300;PINA_COLADAS;14894;82;;;;;14897;82;;;;;14895.5;22810.5
2;448400;BANANAS;4829;29;;;;;4835;29;;;;;4832.0;3555.4453125
2;448400;PEARLS;9995;29;;;;;9998;2;10005;29;;;9996.5;3603.0
2;448400;COCONUTS;7931;199;;;;;7934;199;;;;;7932.5;10698.5
2;448400;PINA_COLADAS;14895;21;14894;64;;;14897;21;14898;64;;;14896.0;22605.0
2;448500;BANANAS;4828;24;;;;;4835;24;;;;;4831.5;3553.8046875
2;448500;PEARLS;10002;1;9995;24;;;10005;24;;;;;10003.5;3607.0
2;448500;COCONUTS;7931;177;;;;;7934;177;;;;;7932.5;10714.5
2;448500;PINA_COLADAS;14894;22;14893;73;;;14897;95;;;;;14895.5;22841.5
2;448600;PINA_COLADAS;14895;92;;;;;14898;40;14899;52;;;14896.5;22326.5
2;448600;BANANAS;4829;22;;;;;4833;9;4835;22;;;4831.0;3557.84765625
2;448600;PEARLS;9996;1;9995;21;;;10002;9;10004;1;10005;21;9999.0;3613.0
2;448600;COCONUTS;7932;205;;;;;7935;205;;;;;7933.5;11103.5
2;448700;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;3613.0
2;448700;BANANAS;4833;1;4829;23;;;4835;1;4836;22;;;4834.0;3560.42578125
2;448700;COCONUTS;7931;165;;;;;7934;165;;;;;7932.5;10735.25
2;448700;PINA_COLADAS;14895;92;;;;;14898;92;;;;;14896.5;22419.5
2;448800;PEARLS;9998;10;9996;2;9995;24;10000;5;10004;2;10005;24;9999.0;3613.0
2;448800;BANANAS;4829;12;4828;24;;;4835;26;;;;;4832.0;3555.9765625
2;448800;COCONUTS;7931;152;;;;;7934;152;;;;;7932.5;10708.25
2;448800;PINA_COLADAS;14897;96;;;;;14900;96;;;;;14898.5;21819.0
2;448900;PINA_COLADAS;14898;34;14897;56;;;14900;34;14901;56;;;14899.0;21721.5
2;448900;PEARLS;9995;20;;;;;10000;4;10005;20;;;9997.5;3613.0
2;448900;BANANAS;4828;20;;;;;4835;20;;;;;4831.5;3554.5390625
2;448900;COCONUTS;7932;194;;;;;7935;194;;;;;7933.5;10991.5
2;449000;PEARLS;9996;1;9995;30;;;10002;5;10004;1;10005;30;9999.0;3613.0
2;449000;BANANAS;4828;31;;;;;4829;1;4833;5;4834;1;4828.5;3551.31640625
2;449000;COCONUTS;7931;147;;;;;7934;147;;;;;7932.5;10693.0
2;449000;PINA_COLADAS;14896;33;14895;65;;;14898;33;14899;65;;;14897.0;22288.0
2;449100;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;3613.0
2;449100;BANANAS;4828;27;;;;;4834;27;;;;;4831.0;3552.39453125
2;449100;COCONUTS;7930;221;;;;;7933;221;;;;;7931.5;10102.5
2;449100;PINA_COLADAS;14892;102;;;;;14895;36;14896;66;;;14893.5;23249.0
2;449200;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;3613.0
2;449200;BANANAS;4834;1;4828;28;;;4835;28;;;;;4834.5;3559.4453125
2;449200;COCONUTS;7930;189;;;;;7932;70;7933;119;;;7931.0;9945.5
2;449200;PINA_COLADAS;14891;87;;;;;14894;87;;;;;14892.5;23644.5
2;449300;PINA_COLADAS;14892;79;;;;;14893;25;14895;79;;;14892.5;23365.5
2;449300;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;3613.0
2;449300;BANANAS;4828;22;;;;;4835;22;;;;;4831.5;3559.79296875
2;449300;COCONUTS;7931;204;;;;;7934;204;;;;;7932.5;10495.75
2;449400;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;3613.0
2;449400;BANANAS;4828;27;;;;;4835;27;;;;;4831.5;3559.55859375
2;449400;COCONUTS;7933;217;;;;;7936;217;;;;;7934.5;11575.0
2;449400;PINA_COLADAS;14897;111;;;;;14900;111;;;;;14898.5;21909.5
2;449500;PEARLS;9998;6;9996;2;9995;28;10004;2;10005;28;;;10001.0;3613.0
2;449500;COCONUTS;7933;164;;;;;7936;164;;;;;7934.5;11510.0
2;449500;PINA_COLADAS;14896;91;;;;;14899;91;;;;;14897.5;22183.5
2;449500;BANANAS;4829;8;4828;28;;;4835;30;;;;;4832.0;3562.02734375
2;449600;PEARLS;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;3613.0
2;449600;COCONUTS;7933;173;;;;;7936;173;;;;;7934.5;11491.5
2;449600;PINA_COLADAS;14896;96;;;;;14899;96;;;;;14897.5;22159.0
2;449600;BANANAS;4828;29;;;;;4835;29;;;;;4831.5;3559.79296875
2;449700;PINA_COLADAS;14892;99;;;;;14895;99;;;;;14893.5;23383.0
2;449700;BANANAS;4828;25;;;;;4835;25;;;;;4831.5;3557.8359375
2;449700;PEARLS;9995;25;;;;;10005;25;;;;;10000.0;3616.0
2;449700;COCONUTS;7932;170;;;;;7934;50;7935;120;;;7933.0;10866.25
2;449800;BANANAS;4828;24;;;;;4833;2;4835;24;;;4830.5;3558.7109375
2;449800;PEARLS;9996;2;9995;22;;;10002;2;10004;2;10005;22;9999.0;3616.0
2;449800;COCONUTS;7931;64;7930;132;;;7933;196;;;;;7932.0;10355.5
2;449800;PINA_COLADAS;14890;32;14889;24;14888;69;14891;24;14892;69;;;14890.5;24384.5
2;449900;PEARLS;9996;2;9995;20;;;9998;1;10004;2;10005;20;9997.0;3616.0
2;449900;COCONUTS;7932;191;;;;;7934;65;7935;126;;;7933.0;10863.25
2;449900;PINA_COLADAS;14891;78;;;;;14894;78;;;;;14892.5;23632.0
2;449900;BANANAS;4828;22;;;;;4834;2;4835;20;;;4831.0;3556.59375
2;450000;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;3621.0
2;450000;COCONUTS;7932;190;;;;;7934;80;7935;110;;;7933.0;10884.0
2;450000;PINA_COLADAS;14889;26;14888;68;;;14891;26;14892;68;;;14890.0;24370.0
2;450000;BANANAS;4828;21;;;;;4835;21;;;;;4831.5;3559.0234375
2;450100;PINA_COLADAS;14891;23;14890;66;;;14893;23;14894;66;;;14892.0;23765.5
2;450100;BANANAS;4828;24;;;;;4835;24;;;;;4831.5;3557.78125
2;450100;PEARLS;9995;24;;;;;9998;1;10005;24;;;9996.5;3621.0
2;450100;COCONUTS;7933;199;;;;;7936;199;;;;;7934.5;11614.25
2;450200;BANANAS;4828;30;;;;;4834;30;;;;;4831.0;3554.9296875
2;450200;PEARLS;9996;2;9995;28;;;9998;1;10004;2;10005;28;9997.0;3623.0
2;450200;COCONUTS;7931;176;;;;;7934;176;;;;;7932.5;10627.25
2;450200;PINA_COLADAS;14888;83;;;;;14891;83;;;;;14889.5;24625.0
2;450300;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;3625.0
2;450300;COCONUTS;7931;196;;;;;7934;196;;;;;7932.5;10653.0
2;450300;PINA_COLADAS;14888;109;;;;;14891;109;;;;;14889.5;24540.5
2;450300;BANANAS;4828;25;;;;;4834;25;;;;;4831.0;3555.625
2;450400;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;3625.0
2;450400;COCONUTS;7932;65;7931;178;;;7934;178;;;;;7933.0;10717.25
2;450400;PINA_COLADAS;14890;95;;;;;14893;95;;;;;14891.5;23927.5
2;450400;BANANAS;4833;1;4827;27;;;4834;27;;;;;4833.5;3552.0625
2;450500;PINA_COLADAS;14894;101;;;;;14897;101;;;;;14895.5;22788.5
2;450500;BANANAS;4830;5;4827;24;;;4832;2;4834;24;;;4831.0;3554.17578125
2;450500;PEARLS;9995;24;;;;;9998;2;10000;5;10002;3;9996.5;3625.0
2;450500;COCONUTS;7932;193;;;;;7935;193;;;;;7933.5;11001.0
2;450600;BANANAS;4827;26;;;;;4833;26;;;;;4830.0;3550.47265625
2;450600;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;3629.0
2;450600;COCONUTS;7934;43;7933;105;;;7936;148;;;;;7935.0;11716.25
2;450600;PINA_COLADAS;14897;34;14896;58;;;14900;92;;;;;14898.5;21950.0
2;450700;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;3629.0
2;450700;COCONUTS;7933;192;;;;;7936;192;;;;;7934.5;11651.5
2;450700;PINA_COLADAS;14896;86;;;;;14899;86;;;;;14897.5;22116.0
2;450700;BANANAS;4827;25;;;;;4834;25;;;;;4830.5;3554.0859375
2;450800;PEARLS;9996;1;9995;29;;;9998;1;10004;1;10005;29;9997.0;3629.0
2;450800;COCONUTS;7933;174;;;;;7936;174;;;;;7934.5;11709.25
2;450800;PINA_COLADAS;14895;74;;;;;14898;74;;;;;14896.5;22497.5
2;450800;BANANAS;4827;30;;;;;4833;30;;;;;4830.0;3549.85546875
2;450900;PINA_COLADAS;14898;23;14897;54;;;14900;23;14901;54;;;14899.0;21680.0
2;450900;BANANAS;4826;29;;;;;4832;1;4833;28;;;4829.0;3545.0390625
2;450900;PEARLS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;3631.0
2;450900;COCONUTS;7934;216;;;;;7937;216;;;;;7935.5;11974.5
2;451000;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;3631.0
2;451000;BANANAS;4826;29;;;;;4832;2;4833;27;;;4829.0;3544.71875
2;451000;COCONUTS;7934;186;;;;;7936;55;7937;131;;;7935.0;11896.75
2;451000;PINA_COLADAS;14897;36;14896;69;;;14900;105;;;;;14898.5;21953.5
2;451100;COCONUTS;7933;175;;;;;7935;69;7936;106;;;7934.0;11397.0
2;451100;PINA_COLADAS;14896;112;;;;;14899;112;;;;;14897.5;22144.0
2;451100;PEARLS;9995;27;;;;;10005;27;;;;;10000.0;3631.0
2;451100;BANANAS;4826;27;;;;;4833;27;;;;;4829.5;3545.91796875
2;451200;COCONUTS;7932;177;;;;;7934;43;7935;134;;;7933.0;10911.0
2;451200;PINA_COLADAS;14894;82;;;;;14897;82;;;;;14895.5;22784.5
2;451200;PEARLS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;3632.0
2;451200;BANANAS;4829;4;4827;30;;;4833;30;;;;;4831.0;3555.7265625
2;451300;PINA_COLADAS;14893;87;;;;;14896;87;;;;;14894.5;22954.5
2;451300;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;3632.0
2;451300;BANANAS;4827;1;4826;24;;;4833;25;;;;;4830.0;3553.21875
2;451300;COCONUTS;7932;191;;;;;7935;191;;;;;7933.5;11039.25
2;451400;PEARLS;9996;2;9995;20;;;9998;3;10004;2;10005;20;9997.0;3632.0
2;451400;BANANAS;4827;2;4826;20;;;4833;22;;;;;4830.0;3553.78515625
2;451400;COCONUTS;7932;219;;;;;7935;219;;;;;7933.5;11127.0
2;451400;PINA_COLADAS;14896;100;;;;;14899;25;14900;75;;;14897.5;22039.5
2;451500;COCONUTS;7932;180;;;;;7935;180;;;;;7933.5;11200.75
2;451500;PINA_COLADAS;14896;83;;;;;14899;83;;;;;14897.5;22079.5
2;451500;PEARLS;9996;1;9995;21;;;10000;3;10002;2;10004;1;9998.0;3638.0
2;451500;BANANAS;4827;1;4826;21;;;4831;2;4833;22;;;4829.0;3552.921875
2;451600;COCONUTS;7934;63;7933;139;;;7936;202;;;;;7935.0;11744.25
2;451600;PINA_COLADAS;14899;89;;;;;14902;89;;;;;14900.5;21216.0
2;451600;PEARLS;9998;8;9995;24;;;10005;24;;;;;10001.5;3638.0
2;451600;BANANAS;4828;8;4827;24;;;4833;24;;;;;4830.5;3556.50390625
2;451700;PINA_COLADAS;14897;81;;;;;14900;81;;;;;14898.5;21817.0
2;451700;BANANAS;4827;26;;;;;4833;2;4834;24;;;4830.0;3557.33984375
2;451700;PEARLS;9996;2;9995;24;;;9998;6;10004;2;10005;24;9997.0;3638.0
2;451700;COCONUTS;7933;189;;;;;7936;189;;;;;7934.5;11510.5
2;451800;BANANAS;4827;29;;;;;4832;9;4833;1;4834;28;4829.5;3558.1875
2;451800;PEARLS;9996;1;9995;28;;;10002;9;10004;1;10005;28;9999.0;3650.0
2;451800;COCONUTS;7933;68;7932;125;;;7935;193;;;;;7934.0;11302.5
2;451800;PINA_COLADAS;14895;94;;;;;14898;94;;;;;14896.5;22499.5
2;451900;COCONUTS;7932;224;;;;;7935;224;;;;;7933.5;11151.75
2;451900;PINA_COLADAS;14893;83;;;;;14896;83;;;;;14894.5;22991.5
2;451900;BANANAS;4827;29;;;;;4833;29;;;;;4830.0;3555.22265625
2;451900;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;3650.0
2;452000;COCONUTS;7931;179;;;;;7934;179;;;;;7932.5;10621.0
2;452000;PINA_COLADAS;14889;110;;;;;14892;110;;;;;14890.5;24220.5
2;452000;BANANAS;4826;30;;;;;4833;30;;;;;4829.5;3554.84375
2;452000;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;3651.0
2;452100;PINA_COLADAS;14889;20;14888;88;;;14891;88;;;;;14890.0;24599.0
2;452100;BANANAS;4826;31;;;;;4832;31;;;;;4829.0;3588.2724609375
2;452100;PEARLS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;3654.0
2;452100;COCONUTS;7930;195;;;;;7933;195;;;;;7931.5;10146.75
2;452200;BANANAS;4826;25;;;;;4832;1;4833;24;;;4829.0;3587.08984375
2;452200;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;3654.0
2;452200;COCONUTS;7929;179;;;;;7932;179;;;;;7930.5;9660.25
2;452200;PINA_COLADAS;14885;97;;;;;14888;97;;;;;14886.5;25421.0
2;452300;PINA_COLADAS;14885;105;;;;;14888;105;;;;;14886.5;25502.0
2;452300;BANANAS;4826;29;;;;;4833;29;;;;;4829.5;3587.416015625
2;452300;PEARLS;10002;11;9995;29;;;10005;29;;;;;10003.5;3654.0
2;452300;COCONUTS;7929;184;;;;;7931;58;7932;126;;;7930.0;9449.5
2;452400;PINA_COLADAS;14883;93;;;;;14886;40;14887;53;;;14884.5;25935.0
2;452400;BANANAS;4827;21;;;;;4829;3;4833;21;;;4828.0;3588.123046875
2;452400;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;3679.0
2;452400;COCONUTS;7929;9;7928;104;;;7931;167;;;;;7930.0;9418.75
2;452500;PINA_COLADAS;14883;93;;;;;14886;93;;;;;14884.5;25961.0
2;452500;BANANAS;4833;1;4828;3;4827;26;4834;26;;;;;4833.5;3586.7373046875
2;452500;PEARLS;9998;2;9996;1;9995;25;10004;1;10005;25;;;10001.0;3679.0
2;452500;COCONUTS;7929;199;;;;;7931;53;7932;146;;;7930.0;9445.75
2;452600;BANANAS;4827;27;;;;;4831;8;4833;27;;;4829.0;3590.875
2;452600;PEARLS;9996;1;9995;26;;;10002;8;10004;1;10005;26;9999.0;3679.0
2;452600;COCONUTS;7929;182;;;;;7931;70;7932;112;;;7930.0;9469.0
2;452600;PINA_COLADAS;14884;105;;;;;14887;33;14888;72;;;14885.5;25646.0
2;452700;PINA_COLADAS;14884;36;14883;52;;;14886;36;14887;52;;;14885.0;25870.5
2;452700;BANANAS;4827;1;4826;23;;;4833;24;;;;;4830.0;3591.6640625
2;452700;PEARLS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;3679.0
2;452700;COCONUTS;7929;53;7928;104;;;7931;157;;;;;7930.0;9404.5
2;452800;PINA_COLADAS;14881;94;;;;;14884;94;;;;;14882.5;26578.5
2;452800;BANANAS;4827;23;;;;;4833;2;4834;21;;;4830.0;3590.3818359375
2;452800;PEARLS;10002;1;9996;2;9995;21;10004;2;10005;21;;;10003.0;3679.0
2;452800;COCONUTS;7928;186;;;;;7931;186;;;;;7929.5;9246.5
2;452900;PINA_COLADAS;14886;111;;;;;14889;111;;;;;14887.5;25153.5
2;452900;BANANAS;4828;10;4827;23;;;4834;23;;;;;4831.0;3589.744140625
2;452900;PEARLS;10002;11;9998;10;9996;1;10004;1;10005;22;;;10003.0;3681.0
2;452900;COCONUTS;7930;47;7929;105;;;7932;152;;;;;7931.0;9896.75
2;453000;BANANAS;4832;1;4827;22;;;4834;22;;;;;4833.0;3590.3876953125
2;453000;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;3703.0
2;453000;COCONUTS;7931;77;7930;197;;;7932;68;7933;129;;;7931.5;9927.0
2;453000;PINA_COLADAS;14888;86;;;;;14891;86;;;;;14889.5;24495.0
2;453100;BANANAS;4826;29;;;;;4833;29;;;;;4829.5;3591.34765625
2;453100;PEARLS;9995;29;;;;;9998;4;10005;29;;;9996.5;3703.0
2;453100;COCONUTS;7931;68;7930;139;;;7933;207;;;;;7932.0;10287.5
2;453100;PINA_COLADAS;14892;24;14891;90;;;14894;90;;;;;14893.0;23708.0
2;453200;PINA_COLADAS;14888;88;;;;;14891;88;;;;;14889.5;24556.0
2;453200;PEARLS;9995;27;;;;;9998;3;10005;27;;;9996.5;3711.0
2;453200;BANANAS;4827;27;;;;;4834;27;;;;;4830.5;3590.3984375
2;453200;COCONUTS;7931;220;;;;;7934;220;;;;;7932.5;10498.5
2;453300;PEARLS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;3717.0
2;453300;BANANAS;4827;23;;;;;4834;23;;;;;4830.5;3589.033203125
2;453300;COCONUTS;7931;175;;;;;7934;175;;;;;7932.5;10643.0
2;453300;PINA_COLADAS;14888;80;;;;;14889;35;14891;22;14892;58;14888.5;24444.5
2;453400;PEARLS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;3717.0
2;453400;BANANAS;4827;26;;;;;4834;26;;;;;4830.5;3589.1162109375
2;453400;COCONUTS;7932;57;7931;137;;;7934;194;;;;;7933.0;10803.25
2;453400;PINA_COLADAS;14886;82;;;;;14889;82;;;;;14887.5;25061.0
2;453500;PEARLS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;3717.0
2;453500;BANANAS;4827;28;;;;;4834;28;;;;;4830.5;3589.64453125
2;453500;COCONUTS;7930;162;;;;;7932;47;7933;115;;;7931.0;9906.25
2;453500;PINA_COLADAS;14884;101;;;;;14887;101;;;;;14885.5;25666.0
2;453600;PINA_COLADAS;14882;23;14881;53;;;14884;23;14885;53;;;14883.0;26494.5
2;453600;PEARLS;9998;7;9995;22;;;10005;22;;;;;10001.5;3717.0
2;453600;BANANAS;4828;7;4827;22;;;4834;22;;;;;4831.0;3589.021484375
2;453600;COCONUTS;7929;195;;;;;7932;195;;;;;7930.5;9668.0
2;453700;PEARLS;9996;2;9995;22;;;10002;8;10004;2;10005;22;9999.0;3717.0
2;453700;BANANAS;4830;2;4827;24;;;4832;8;4833;24;;;4831.0;3590.79296875
2;453700;COCONUTS;7929;186;;;;;7930;47;7931;70;7932;116;7929.5;9491.75
2;453700;PINA_COLADAS;14879;74;;;;;14882;21;14883;53;;;14880.5;27126.5
2;453800;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;3717.0
2;453800;BANANAS;4829;3;4827;26;;;4833;26;;;;;4831.0;3591.279296875
2;453800;COCONUTS;7929;165;;;;;7932;165;;;;;7930.5;9652.0
2;453800;PINA_COLADAS;14882;11;14880;83;;;14883;29;14884;54;;;14882.5;26829.5
2;453900;BANANAS;4827;1;4826;28;;;4833;29;;;;;4830.0;3591.9755859375
2;453900;PEARLS;9996;1;9995;28;;;9998;1;10004;1;10005;28;9997.0;3717.0
2;453900;COCONUTS;7931;65;7930;120;;;7933;185;;;;;7932.0;10324.0
2;453900;PINA_COLADAS;14884;35;14883;64;;;14887;99;;;;;14885.5;25853.5
