timestamp,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,DAY,CHOCOLATE,GIFT_BASKET,ROSES,STRAWBERRIES,COCONUT,COCONUT_COUPON
198800,1119.75,1.3,12.5,-5.5,1894.614,97.07446,1,7930.5,70689.5,14473.5,4030.5,9976.0,611.5
198900,1121.25,1.3,12.5,-5.5,1895.064,97.06848,1,7932.0,70692.5,14472.5,4030.5,9976.5,612.5
199000,1121.25,1.3,12.5,-5.5,1895.5138,97.062454,1,7932.0,70693.5,14474.5,4031.0,9977.5,612.5
199100,1120.25,1.3,12.5,-5.5,1895.9634,97.05639,1,7932.5,70692.5,14473.0,4031.0,9977.0,612.5
199200,1121.75,1.3,12.5,-5.5,1896.4127,97.05028,1,7933.5,70680.5,14472.5,4031.5,9977.0,613.5
199300,1121.5,1.3,12.5,-5.5,1896.8618,97.044136,1,7935.5,70682.5,14470.0,4031.0,9978.0,614.5
199400,1122.75,1.3,12.5,-5.5,1897.3108,97.03795,1,7935.5,70694.5,14473.5,4030.5,9977.0,614.5
199500,1121.75,1.3,12.5,-5.5,1897.7595,97.03172,1,7935.0,70690.0,14478.5,4031.5,9978.0,614.5
199600,1121.75,1.3,12.5,-5.5,1898.208,97.02546,1,7935.5,70689.5,14479.5,4032.5,9978.5,614.5
199700,1121.75,1.3,12.5,-5.5,1898.6564,97.01916,1,7936.5,70690.0,14479.0,4032.5,9977.5,613.5
199800,1121.25,1.3,12.5,-5.5,1899.1045,97.01281,1,7937.0,70686.5,14483.5,4032.0,9976.5,613.5
199900,1122.25,1.3,12.5,-5.5,1899.5524,97.006424,1,7936.0,70686.5,14484.5,4032.0,9976.5,613.5
200000,1122.0,1.3,12.5,-5.5,1900.0,97.0,1,7936.5,70697.5,14483.0,4031.5,9974.5,612.5
200100,1122.75,1.3,12.5,-5.5,1900.4474,96.99354,1,7938.0,70700.5,14479.0,4031.5,9975.0,612.0
200200,1123.75,1.3,12.5,-5.5,1900.8947,96.98703,1,7938.0,70693.5,14477.5,4031.5,9973.5,611.5
200300,1125.25,1.3,12.5,-5.5,1901.3416,96.980484,1,7939.5,70709.5,14483.5,4031.5,9973.0,612.5
200400,1126.25,1.3,12.5,-5.5,1901.7883,96.9739,1,7940.5,70722.5,14481.5,4031.0,9972.0,612.5
200500,1126.75,1.3,12.5,-5.5,1902.2349,96.96728,1,7940.5,70726.0,14490.0,4030.0,9973.0,615.0
200600,1127.25,1.3,12.5,-5.5,1902.6812,96.96062,1,7940.5,70733.0,14490.0,4030.5,9972.0,615.5
200700,1129.25,1.3,12.5,-5.5,1903.1273,96.95391,1,7939.0,70731.5,14489.5,4031.0,9972.5,616.5
200800,1128.25,1.3,13.5,-5.5,1903.5731,96.947174,1,7938.5,70723.5,14493.0,4031.5,9972.5,617.5
200900,1128.25,1.3,13.5,-5.5,1904.0188,96.94039,1,7938.5,70714.5,14492.5,4031.5,9973.5,616.5
201000,1127.75,1.3,13.5,-5.5,1904.4642,96.93357,1,7938.5,70707.5,14493.5,4031.0,9973.0,618.5
201100,1126.75,1.3,13.5,-5.5,1904.9094,96.92671,1,7938.0,70707.5,14490.5,4031.5,9974.0,618.5
201200,1126.25,1.3,13.5,-5.5,1905.3544,96.91981,1,7937.5,70701.5,14486.5,4031.0,9974.5,617.5
201300,1125.75,1.3,13.5,-5.5,1905.7991,96.91287,1,7938.0,70707.5,14484.5,4030.5,9974.0,616.5
201400,1125.5,1.3,13.5,-5.5,1906.2437,96.9059,1,7938.5,70712.5,14485.5,4030.5,9974.0,616.5
201500,1125.5,1.3,13.5,-5.5,1906.688,96.89888,1,7938.0,70707.5,14483.5,4031.0,9973.5,615.5
201600,1125.25,1.3,13.5,-5.5,1907.1321,96.89182,1,7937.0,70704.5,14478.0,4031.0,9972.5,614.5
201700,1124.25,1.3,13.5,-5.5,1907.5759,96.88473,1,7938.0,70714.5,14479.5,4031.0,9973.5,613.5
201800,1122.75,1.3,13.5,-5.5,1908.0195,96.877594,1,7939.5,70733.5,14478.5,4031.5,9972.0,612.5
201900,1123.75,1.3,13.5,-5.5,1908.4629,96.87042,1,7939.5,70729.0,14478.0,4031.0,9973.0,613.5
202000,1123.25,1.3,13.5,-5.5,1908.9061,96.86321,1,7940.5,70729.5,14476.5,4031.0,9973.5,612.5
202100,1121.25,1.3,13.5,-5.5,1909.3491,96.855965,1,7942.0,70730.5,14469.5,4030.0,9973.0,613.5
202200,1123.25,1.3,13.5,-5.5,1909.7919,96.84868,1,7943.5,70733.5,14474.5,4030.0,9973.0,612.5
202300,1123.0,1.3,13.5,-5.5,1910.2344,96.84135,1,7944.0,70737.0,14473.0,4030.0,9972.5,613.5
202400,1120.75,1.3,13.5,-5.5,1910.6768,96.833984,1,7944.0,70743.0,14474.5,4030.0,9972.0,615.5
202500,1121.0,1.3,13.5,-5.5,1911.1188,96.826584,1,7946.0,70754.5,14478.5,4030.0,9972.5,615.5
202600,1119.25,1.3,13.5,-5.5,1911.5607,96.81914,1,7946.0,70761.5,14481.5,4029.5,9973.0,614.5
202700,1119.75,1.3,13.5,-5.5,1912.0023,96.81166,1,7946.0,70758.5,14482.0,4029.5,9973.0,613.5
202800,1119.75,1.3,13.5,-5.5,1912.4438,96.80414,1,7947.5,70760.5,14482.0,4029.0,9972.5,615.5
202900,1119.25,1.3,13.5,-5.5,1912.885,96.796585,1,7947.0,70770.5,14482.5,4029.5,9973.5,614.5
203000,1117.25,1.3,13.5,-5.5,1913.326,96.78899,1,7947.0,70777.5,14485.5,4029.5,9974.5,616.5
203100,1117.0,1.3,13.5,-5.5,1913.7668,96.78136,1,7946.5,70781.5,14487.0,4030.0,9976.0,617.5
203200,1117.0,1.3,13.5,-5.5,1914.2074,96.77368,1,7946.0,70780.5,14485.5,4030.0,9977.0,618.5
203300,1118.25,1.3,13.5,-5.5,1914.6477,96.765976,1,7945.5,70784.5,14487.0,4029.5,9979.0,619.5
203400,1118.25,1.3,13.5,-5.5,1915.0879,96.758224,1,7947.0,70794.5,14488.0,4029.0,9979.0,620.5
203500,1119.25,1.3,13.5,-5.5,1915.5277,96.75044,1,7948.0,70797.5,14490.0,4028.5,9979.0,618.5
203600,1120.75,1.3,13.5,-5.5,1915.9674,96.742615,1,7948.0,70802.5,14490.5,4028.5,9980.0,618.5
203700,1120.5,1.3,13.5,-5.5,1916.407,96.73476,1,7948.5,70817.5,14494.5,4028.5,9977.5,617.5
203800,1120.5,1.3,13.5,-5.5,1916.8462,96.72686,1,7947.0,70816.5,14494.5,4029.0,9977.0,616.5
203900,1119.75,1.3,13.5,-5.5,1917.2853,96.718925,1,7946.0,70818.5,14497.5,4030.0,9976.0,615.5
204000,1119.5,1.3,13.5,-5.5,1917.724,96.71095,1,7946.0,70810.5,14497.5,4029.0,9975.5,615.5
204100,1119.5,1.3,13.5,-5.5,1918.1627,96.70294,1,7946.0,70805.0,14495.5,4029.0,9976.0,615.5
204200,1118.25,1.3,13.5,-5.5,1918.6011,96.69489,1,7944.5,70793.5,14493.0,4029.0,9974.5,615.5
204300,1118.25,1.3,12.5,-5.5,1919.0392,96.686806,1,7944.0,70790.5,14492.5,4029.5,9974.5,615.5
204400,1119.75,1.3,12.5,-5.5,1919.4772,96.67868,1,7945.5,70787.5,14494.0,4028.5,9975.5,616.5
204500,1120.25,1.3,12.5,-5.5,1919.9149,96.67052,1,7946.5,70793.5,14497.5,4029.0,9975.5,615.5
204600,1118.75,1.3,12.5,-5.5,1920.3524,96.66232,1,7947.0,70789.5,14497.5,4029.5,9976.0,614.0
204700,1118.75,1.3,12.5,-5.5,1920.7898,96.65408,1,7947.0,70805.5,14496.0,4029.5,9975.5,611.5
204800,1119.25,1.3,12.5,-5.5,1921.2269,96.64581,1,7946.5,70801.5,14494.5,4030.0,9976.0,612.5
204900,1120.25,1.3,12.5,-5.5,1921.6638,96.637505,1,7947.0,70807.5,14498.0,4030.0,9975.5,610.5
205000,1121.25,1.3,12.5,-5.5,1922.1005,96.62916,1,7947.0,70800.5,14498.5,4029.5,9975.5,609.5
205100,1121.25,1.3,12.5,-5.5,1922.5369,96.62077,1,7948.5,70812.5,14497.0,4029.5,9976.5,611.5
205200,1122.75,1.3,12.5,-5.5,1922.9731,96.61236,1,7948.0,70815.5,14499.0,4029.5,9977.0,612.0
205300,1123.0,1.3,12.5,-5.5,1923.4092,96.6039,1,7947.5,70803.5,14495.5,4030.0,9976.5,611.5
205400,1121.25,1.3,12.5,-5.5,1923.845,96.595406,1,7947.0,70801.5,14495.5,4029.5,9976.5,611.5
205500,1122.75,1.3,12.5,-5.5,1924.2806,96.586876,1,7947.0,70810.0,14495.5,4029.0,9975.5,610.5
205600,1122.5,1.3,12.5,-5.5,1924.716,96.57831,1,7949.5,70813.5,14495.0,4028.5,9974.5,609.5
205700,1122.75,1.3,12.5,-5.5,1925.1511,96.5697,1,7950.0,70815.5,14491.5,4029.0,9974.5,610.5
205800,1123.0,1.3,12.5,-5.5,1925.586,96.56106,1,7951.0,70821.5,14494.5,4028.5,9974.0,609.5
205900,1122.75,1.3,12.5,-5.5,1926.0209,96.55238,1,7953.5,70820.5,14499.5,4027.5,9973.5,610.5
206000,1121.25,1.3,12.5,-5.5,1926.4554,96.54367,1,7953.5,70822.5,14495.5,4027.5,9973.0,610.5
206100,1119.25,1.3,12.5,-5.5,1926.8898,96.53492,1,7953.5,70818.0,14496.0,4028.0,9973.0,610.5
206200,1117.25,1.3,12.5,-5.5,1927.3239,96.52614,1,7953.5,70815.5,14497.5,4027.5,9972.5,607.5
206300,1117.75,1.3,12.5,-5.5,1927.7577,96.51731,1,7952.5,70827.5,14504.0,4028.0,9973.5,608.5
206400,1117.5,1.3,12.5,-5.5,1928.1914,96.50845,1,7951.5,70820.5,14502.5,4027.5,9974.0,609.5
206500,1116.75,1.3,12.5,-5.5,1928.6249,96.49956,1,7952.5,70813.5,14500.5,4027.5,9974.5,610.5
206600,1116.75,1.3,12.5,-5.5,1929.0581,96.49063,1,7953.0,70812.0,14500.0,4026.5,9975.0,610.5
206700,1116.25,1.3,12.5,-5.5,1929.4912,96.48166,1,7953.0,70810.5,14505.5,4027.5,9974.5,610.5
206800,1117.25,1.3,12.5,-5.5,1929.9241,96.47266,1,7953.5,70816.5,14506.0,4027.0,9973.5,607.5
206900,1116.75,1.3,12.5,-5.5,1930.3567,96.46362,1,7952.5,70819.5,14506.5,4027.5,9972.5,606.5
207000,1118.25,1.3,12.5,-5.5,1930.7891,96.454544,1,7952.5,70826.5,14511.5,4027.5,9973.0,606.5
207100,1119.25,1.3,12.5,-5.5,1931.2213,96.445435,1,7951.5,70823.5,14505.5,4028.0,9970.0,604.5
207200,1118.75,1.3,12.5,-5.5,1931.6533,96.43629,1,7951.0,70808.5,14499.5,4027.5,9970.5,604.5
207300,1119.75,1.3,12.5,-5.5,1932.0851,96.42711,1,7951.5,70813.5,14502.0,4027.5,9970.5,603.5
207400,1119.75,1.3,12.5,-5.5,1932.5167,96.41789,1,7951.0,70814.5,14504.5,4027.5,9971.5,604.5
207500,1120.25,1.3,12.5,-5.5,1932.9481,96.40864,1,7952.5,70818.5,14500.5,4027.0,9970.0,602.5
207600,1119.75,1.3,12.5,-5.5,1933.3793,96.399345,1,7952.0,70810.5,14501.5,4026.5,9969.5,600.5
207700,1117.25,1.3,12.5,-5.5,1933.8102,96.39002,1,7951.5,70808.5,14502.0,4026.5,9970.0,599.5
207800,1117.0,1.3,12.5,-5.5,1934.241,96.38066,1,7951.0,70804.5,14502.5,4026.5,9970.5,600.5
207900,1117.75,1.3,12.5,-5.5,1934.6715,96.37127,1,7950.5,70799.5,14500.5,4027.0,9970.5,599.5
208000,1116.75,1.3,12.5,-5.5,1935.1018,96.36184,1,7951.5,70808.5,14499.0,4027.5,9969.5,598.5
208100,1116.5,1.3,12.5,-5.5,1935.532,96.35237,1,7952.0,70811.5,14496.5,4027.5,9968.5,596.5
208200,1118.25,1.3,12.5,-5.5,1935.9619,96.34287,1,7953.5,70809.5,14496.5,4027.0,9967.5,596.5
208300,1117.75,1.3,12.5,-5.5,1936.3916,96.333336,1,7951.5,70804.5,14496.0,4027.0,9968.5,596.5
208400,1117.75,1.3,12.5,-5.5,1936.821,96.32377,1,7951.0,70803.5,14500.5,4027.5,9970.0,598.5
208500,1117.75,1.3,12.5,-5.5,1937.2504,96.31416,1,7951.5,70802.5,14502.5,4028.0,9971.5,599.5
208600,1117.5,1.3,12.5,-5.5,1937.6794,96.30452,1,7951.5,70797.5,14498.0,4027.5,9970.0,597.5
208700,1117.5,1.3,12.5,-5.5,1938.1083,96.294846,1,7952.0,70801.5,14499.0,4028.0,9968.5,595.5
208800,1117.5,1.3,12.5,-5.5,1938.537,96.28513,1,7951.5,70798.5,14503.5,4028.0,9968.5,596.5
208900,1117.75,1.3,12.5,-5.5,1938.9655,96.27539,1,7954.5,70818.5,14504.0,4027.5,9967.5,596.5
209000,1118.25,1.3,12.5,-5.5,1939.3937,96.26561,1,7953.5,70821.5,14507.0,4027.5,9967.0,595.5
209100,1119.25,1.3,12.5,-5.5,1939.8218,96.2558,1,7953.5,70818.5,14507.0,4027.5,9966.5,593.5
209200,1119.5,1.3,12.5,-5.5,1940.2496,96.24595,1,7954.0,70819.5,14508.5,4027.0,9966.0,593.5
209300,1119.5,1.3,12.5,-5.5,1940.6772,96.23606,1,7953.5,70817.5,14506.5,4026.5,9967.5,593.5
209400,1118.75,1.3,12.5,-5.5,1941.1047,96.22614,1,7954.5,70824.0,14508.5,4026.5,9966.0,593.5
209500,1119.75,1.3,12.5,-5.5,1941.5319,96.216194,1,7954.0,70814.5,14504.5,4026.0,9966.5,591.5
209600,1120.75,1.3,11.5,-5.5,1941.959,96.20621,1,7953.5,70814.5,14508.0,4026.5,9965.0,589.5
209700,1119.75,1.3,11.5,-5.5,1942.3857,96.19618,1,7953.5,70806.5,14504.0,4026.0,9965.0,588.5
209800,1119.5,1.3,11.5,-5.5,1942.8124,96.18613,1,7953.0,70802.5,14498.0,4026.5,9965.5,589.5
209900,1120.25,1.3,11.5,-5.5,1943.2388,96.17604,1,7953.0,70800.0,14499.5,4027.0,9966.5,588.5
210000,1120.25,1.3,11.5,-5.5,1943.665,96.16592,1,7954.5,70812.5,14499.0,4026.5,9969.0,589.5
210100,1120.25,1.3,11.5,-5.5,1944.091,96.15576,1,7955.0,70824.5,14499.5,4027.5,9968.0,591.5
210200,1120.5,1.3,11.5,-5.5,1944.5168,96.14557,1,7954.5,70819.5,14500.5,4027.5,9967.5,589.5
210300,1120.25,1.3,11.5,-5.5,1944.9424,96.13534,1,7955.0,70818.5,14500.5,4027.5,9967.5,590.5
210400,1120.25,1.3,11.5,-5.5,1945.3678,96.125084,1,7954.5,70812.5,14497.5,4027.5,9968.0,592.5
210500,1120.75,1.3,11.5,-5.5,1945.793,96.11479,1,7954.5,70817.5,14498.5,4027.5,9968.5,591.5
210600,1121.75,1.3,11.5,-5.5,1946.218,96.10446,1,7955.5,70824.5,14499.5,4027.5,9969.0,590.5
210700,1122.0,1.3,11.5,-5.5,1946.6427,96.0941,1,7955.5,70827.5,14500.5,4028.5,9968.0,590.5
210800,1122.0,1.3,11.5,-5.5,1947.0674,96.0837,1,7955.5,70833.5,14506.5,4028.5,9968.0,589.5
210900,1123.75,1.3,11.5,-5.5,1947.4917,96.07328,1,7955.5,70842.5,14504.5,4028.5,9967.0,588.5
211000,1125.25,1.3,11.5,-5.5,1947.9159,96.06281,1,7957.5,70848.5,14504.5,4029.0,9967.0,589.5
211100,1125.75,1.3,11.5,-5.5,1948.3398,96.05232,1,7957.5,70860.5,14506.0,4029.5,9967.5,590.5
211200,1125.5,1.3,11.5,-5.5,1948.7637,96.041794,1,7958.0,70847.5,14504.5,4029.5,9967.5,589.5
211300,1123.25,1.3,11.5,-5.5,1949.1873,96.03123,1,7957.5,70843.5,14501.5,4030.0,9967.0,589.5
211400,1121.25,1.3,11.5,-5.5,1949.6106,96.02064,1,7956.5,70836.5,14499.5,4030.5,9967.0,590.5
211500,1120.25,1.3,11.5,-5.5,1950.0337,96.01,1,7958.5,70858.5,14502.5,4030.5,9967.0,589.5
211600,1121.25,1.3,11.5,-5.5,1950.4567,95.999344,1,7958.5,70859.0,14502.0,4031.5,9967.5,587.5
211700,1122.25,1.3,11.5,-5.5,1950.8795,95.98865,1,7958.5,70864.5,14503.5,4031.0,9968.0,587.5
211800,1123.75,1.3,11.5,-5.5,1951.302,95.97792,1,7958.5,70868.5,14501.5,4031.0,9967.5,587.5
211900,1125.25,1.3,11.5,-5.5,1951.7244,95.96716,1,7959.0,70868.5,14502.5,4031.5,9966.0,587.5
212000,1126.25,1.3,11.5,-5.5,1952.1466,95.95637,1,7959.5,70858.5,14501.0,4031.5,9966.0,588.5
212100,1124.75,1.3,11.5,-5.5,1952.5685,95.94554,1,7958.5,70859.5,14498.5,4032.0,9967.0,589.5
212200,1125.75,1.3,11.5,-5.5,1952.9904,95.93468,1,7958.5,70863.5,14498.5,4032.5,9967.0,592.5
212300,1126.25,1.3,11.5,-5.5,1953.4119,95.92378,1,7958.0,70851.5,14499.0,4032.5,9967.0,593.5
212400,1126.25,1.3,11.5,-5.5,1953.8333,95.91286,1,7957.5,70853.5,14503.0,4031.5,9965.5,591.5
212500,1125.25,1.3,11.5,-5.5,1954.2544,95.9019,1,7959.5,70861.5,14498.5,4032.5,9965.5,590.5
212600,1128.25,1.3,11.5,-5.5,1954.6754,95.890915,1,7957.5,70856.5,14500.0,4032.5,9964.5,590.5
212700,1126.75,1.3,11.5,-5.5,1955.0962,95.87989,1,7957.5,70856.5,14504.5,4032.5,9964.5,590.5
212800,1126.75,1.3,11.5,-5.5,1955.5167,95.868835,1,7958.0,70866.5,14508.5,4032.0,9963.5,589.5
212900,1127.25,1.3,11.5,-5.5,1955.9371,95.85774,1,7956.5,70864.5,14507.5,4032.5,9963.5,590.5
213000,1127.75,1.3,11.5,-5.5,1956.3573,95.84663,1,7956.5,70852.0,14505.5,4032.5,9964.5,591.5
213100,1128.75,1.3,11.5,-5.5,1956.7772,95.83547,1,7958.0,70845.5,14503.5,4032.5,9963.5,591.5
213200,1126.25,1.3,11.5,-5.5,1957.197,95.82429,1,7958.5,70846.5,14504.5,4032.5,9965.0,592.5
213300,1126.5,1.3,11.5,-5.5,1957.6166,95.813065,1,7958.5,70846.0,14505.5,4032.5,9965.0,591.5
213400,1126.75,1.3,11.5,-5.5,1958.036,95.80182,1,7958.5,70852.5,14506.5,4032.0,9965.0,592.5
213500,1126.75,1.3,11.5,-5.5,1958.4552,95.790535,1,7958.5,70853.5,14507.5,4032.5,9964.0,592.5
213600,1127.75,1.3,11.5,-5.5,1958.8743,95.77922,1,7958.5,70858.5,14504.5,4033.0,9963.0,590.5
213700,1127.75,1.3,11.5,-5.5,1959.293,95.767876,1,7957.5,70854.5,14501.5,4032.5,9963.5,590.5
213800,1128.75,1.3,11.5,-5.5,1959.7115,95.7565,1,7957.0,70851.5,14498.5,4032.0,9962.5,589.5
213900,1127.75,1.3,11.5,-5.5,1960.13,95.74509,1,7958.0,70847.5,14494.5,4031.5,9964.5,589.5
214000,1129.25,1.3,11.5,-5.5,1960.5482,95.73365,1,7958.5,70861.5,14494.0,4032.0,9964.0,589.5
214100,1128.25,1.3,11.5,-5.5,1960.9662,95.722176,1,7958.0,70872.5,14495.0,4031.5,9965.0,589.5
214200,1128.25,1.3,11.5,-5.5,1961.384,95.71067,1,7958.5,70874.5,14502.0,4031.0,9966.5,590.5
214300,1127.75,1.3,11.5,-5.5,1961.8016,95.699135,1,7959.5,70882.5,14503.5,4031.5,9967.5,591.5
214400,1128.75,1.3,11.5,-5.5,1962.2191,95.68756,1,7959.0,70878.5,14503.5,4031.5,9965.5,592.5
214500,1126.75,1.3,11.5,-5.5,1962.6364,95.675964,1,7957.5,70880.0,14507.5,4032.0,9965.5,592.5
214600,1125.75,1.3,11.5,-5.5,1963.0533,95.66434,1,7954.5,70871.5,14505.5,4032.5,9964.5,593.5
214700,1123.75,1.3,11.5,-5.5,1963.4702,95.65267,1,7955.0,70882.5,14506.5,4032.5,9963.0,592.5
214800,1124.25,1.2,11.5,-5.5,1963.8868,95.640976,1,7956.5,70901.0,14509.5,4033.0,9962.5,592.5
214900,1123.25,1.2,11.5,-5.5,1964.3033,95.62925,1,7956.5,70891.5,14511.5,4033.0,9962.0,593.5
215000,1124.75,1.2,11.5,-5.5,1964.7196,95.61749,1,7957.0,70890.5,14512.5,4033.0,9962.0,593.5
215100,1124.25,1.2,11.5,-5.5,1965.1356,95.605705,1,7955.5,70884.5,14511.5,4033.0,9961.0,592.5
215200,1125.25,1.2,11.5,-5.5,1965.5515,95.59389,1,7956.0,70886.5,14508.0,4033.5,9962.0,594.5
215300,1126.25,1.2,11.5,-5.5,1965.9672,95.58204,1,7957.0,70897.5,14507.5,4033.5,9961.0,594.5
215400,1124.25,1.2,11.5,-5.5,1966.3827,95.57016,1,7957.0,70886.5,14506.0,4033.0,9961.5,595.5
215500,1122.25,1.2,11.5,-5.5,1966.798,95.55824,1,7957.0,70882.5,14507.5,4033.0,9961.5,597.5
215600,1122.0,1.2,11.5,-5.5,1967.2131,95.5463,1,7957.5,70885.5,14507.5,4033.0,9962.5,597.5
215700,1123.75,1.2,11.5,-5.5,1967.628,95.53433,1,7956.5,70891.5,14509.0,4033.5,9962.0,596.5
215800,1122.75,1.2,11.5,-5.5,1968.0427,95.52232,1,7956.0,70885.5,14504.5,4033.0,9962.0,597.5
215900,1121.25,1.2,11.5,-5.5,1968.4573,95.51029,1,7955.5,70883.5,14507.5,4033.5,9963.5,597.5
216000,1120.25,1.2,11.5,-5.5,1968.8716,95.49822,1,7957.0,70889.5,14504.5,4032.5,9964.0,597.0
216100,1119.75,1.2,11.5,-5.5,1969.2858,95.48613,1,7957.5,70891.5,14500.5,4033.0,9964.0,596.5
216200,1120.0,1.2,11.5,-5.5,1969.6997,95.474,1,7958.5,70894.5,14496.5,4033.5,9964.0,596.5
216300,1119.75,1.2,11.5,-5.5,1970.1134,95.461845,1,7957.5,70890.5,14494.5,4033.0,9966.0,598.5
216400,1118.75,1.2,11.5,-5.5,1970.527,95.44965,1,7959.5,70891.5,14497.5,4032.0,9967.0,597.5
216500,1119.75,1.2,11.5,-5.5,1970.9404,95.43744,1,7959.5,70893.5,14499.5,4032.5,9968.5,598.5
216600,1121.25,1.2,11.5,-5.5,1971.3536,95.425186,1,7959.0,70895.5,14496.5,4032.5,9969.5,601.5
216700,1119.25,1.2,11.5,-5.5,1971.7666,95.41291,1,7958.5,70885.5,14496.5,4032.5,9969.0,600.5
216800,1117.75,1.2,11.5,-5.5,1972.1794,95.400604,1,7960.0,70881.5,14496.5,4033.0,9968.0,600.5
216900,1117.75,1.2,11.5,-5.5,1972.592,95.38826,1,7961.0,70882.5,14492.0,4032.5,9967.5,600.5
217000,1118.75,1.2,11.5,-5.5,1973.0044,95.37589,1,7961.0,70891.5,14489.5,4033.5,9967.0,600.5
217100,1120.25,1.2,11.5,-5.5,1973.4166,95.363495,1,7961.5,70880.0,14483.5,4033.0,9968.5,601.5
217200,1120.75,1.2,11.5,-5.5,1973.8287,95.35107,1,7960.5,70864.5,14481.0,4032.5,9968.0,600.5
217300,1120.75,1.2,11.5,-5.5,1974.2406,95.33861,1,7960.5,70862.5,14473.5,4032.5,9969.0,601.5
217400,1122.75,1.2,11.5,-5.5,1974.6522,95.32612,1,7961.0,70864.5,14471.5,4032.5,9969.0,602.5
217500,1122.75,1.2,11.5,-5.5,1975.0637,95.3136,1,7961.5,70861.5,14468.5,4032.5,9972.0,602.5
217600,1124.25,1.2,11.5,-5.5,1975.4751,95.30105,1,7962.0,70859.0,14466.5,4032.0,9971.0,602.5
217700,1125.25,1.2,11.5,-5.5,1975.8861,95.288475,1,7961.5,70857.5,14464.5,4031.5,9972.0,603.5
217800,1126.25,1.2,11.5,-5.5,1976.2971,95.27586,1,7963.0,70858.5,14467.5,4031.5,9969.5,603.5
217900,1126.75,1.2,11.5,-5.5,1976.7078,95.26323,1,7963.5,70855.5,14466.5,4032.5,9970.0,603.5
218000,1126.75,1.2,11.5,-5.5,1977.1183,95.25056,1,7961.5,70844.5,14467.0,4032.5,9968.5,604.5
218100,1126.5,1.2,11.5,-5.5,1977.5287,95.23786,1,7960.5,70839.5,14469.5,4032.5,9966.5,600.5
218200,1126.25,1.2,11.5,-5.5,1977.9388,95.225136,1,7961.5,70832.5,14471.5,4032.5,9967.0,601.5
218300,1125.75,1.2,11.5,-5.5,1978.3489,95.21238,1,7961.0,70826.5,14473.5,4032.5,9967.0,602.5
218400,1125.75,1.2,11.5,-5.5,1978.7587,95.1996,1,7959.0,70816.5,14472.0,4032.5,9965.5,602.5
218500,1125.5,1.2,11.5,-5.5,1979.1682,95.18678,1,7958.5,70812.5,14469.0,4033.0,9964.5,602.5
218600,1125.25,1.2,11.5,-5.5,1979.5776,95.17394,1,7957.5,70801.5,14466.5,4032.5,9965.0,602.5
218700,1124.75,1.2,11.5,-5.5,1979.9869,95.16107,1,7958.0,70797.5,14465.5,4032.0,9966.5,603.5
218800,1123.75,1.2,11.5,-5.5,1980.396,95.14817,1,7957.5,70789.5,14465.5,4031.5,9966.5,604.5
218900,1122.75,1.2,11.5,-5.5,1980.8048,95.13524,1,7959.0,70789.0,14465.5,4031.5,9965.5,604.5
219000,1122.25,1.2,11.5,-5.5,1981.2135,95.122284,1,7957.5,70778.5,14468.5,4031.0,9964.5,603.5
219100,1123.25,1.2,11.5,-5.5,1981.622,95.10929,1,7957.5,70782.5,14468.0,4031.0,9962.0,602.5
219200,1121.25,1.2,11.5,-5.5,1982.0303,95.096275,1,7956.0,70781.0,14473.0,4030.5,9963.5,605.5
219300,1121.25,1.2,11.5,-5.5,1982.4385,95.08323,1,7956.0,70790.5,14475.5,4030.5,9964.0,604.5
219400,1121.75,1.2,11.5,-5.5,1982.8463,95.07016,1,7956.5,70797.5,14474.5,4031.0,9965.5,605.5
219500,1122.0,1.2,11.5,-5.5,1983.2542,95.05705,1,7958.0,70806.5,14477.0,4030.5,9966.5,607.5
219600,1120.25,1.2,11.5,-5.5,1983.6617,95.04392,1,7957.5,70787.5,14468.5,4031.0,9965.0,606.5
219700,1118.75,1.2,11.5,-5.5,1984.0691,95.03076,1,7958.0,70801.5,14472.5,4031.0,9964.5,607.5
219800,1118.5,1.2,11.5,-5.5,1984.4763,95.01758,1,7958.0,70809.5,14473.5,4031.5,9962.5,606.5
219900,1119.75,1.2,11.5,-5.5,1984.8833,95.00436,1,7957.5,70802.5,14475.0,4032.0,9962.5,606.5
220000,1121.25,1.2,11.5,-5.5,1985.2902,94.99111,1,7958.5,70802.5,14470.5,4032.0,9965.0,607.5
220100,1121.75,1.2,11.5,-5.5,1985.6968,94.977844,1,7959.0,70814.5,14477.5,4032.0,9964.5,605.5
220200,1121.75,1.2,11.5,-5.5,1986.1033,94.96454,1,7959.0,70807.5,14476.5,4031.5,9962.5,604.5
220300,1121.75,1.2,11.5,-5.5,1986.5095,94.95121,1,7959.5,70815.5,14476.0,4032.5,9963.0,607.5
220400,1122.75,1.2,11.5,-5.5,1986.9156,94.93785,1,7960.0,70831.5,14479.5,4032.5,9961.0,607.5
220500,1120.75,1.2,11.5,-5.5,1987.3215,94.92447,1,7961.0,70835.5,14478.5,4032.5,9961.0,608.5
220600,1121.0,1.2,11.5,-5.5,1987.7273,94.91106,1,7960.0,70836.5,14476.5,4032.5,9961.5,608.5
220700,1121.25,1.2,11.5,-5.5,1988.1328,94.89761,1,7958.5,70832.0,14478.0,4032.0,9960.5,608.5
